department,municipality,crop,period,yield_t_ha,relative_yield,avg_temperature,total_precipitation,pest_alert,pest_name,species;;;;
Huila,Municipio_1,Maíz,2020A,2.03,0.6151515151515151,20.703035714285715,20.150752688172044,1,,;;;;
Cauca,Municipio_8,Plátano,2019B,1.11,0.26210153482880755,20.169999999999998,19.436666666666667,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_9,Maíz,2019A,0.93,0.28181818181818186,20.35783505154639,20.50613636363636,1,,;;;;
Nariño,Municipio_13,Café,2024A,2.97,0.6055045871559634,19.789146341463415,20.943571428571428,1,,;;;;
Tolima,Municipio_14,Plátano,2022A,1.55,0.45058139534883723,19.323636363636364,20.214615384615385,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_17,Papa,2020A,1.43,0.3112078346028292,18.32952380952381,19.294457831325303,1,,;;;;
Antioquia,Municipio_19,Papa,2020B,1.76,0.4121779859484778,20.322758620689655,20.69054054054054,1,,;;;;
Nariño,Municipio_21,Maíz,2021A,3.17,0.6482617586912065,20.018333333333334,18.830140845070424,1,,;;;;
Antioquia,Municipio_22,Papa,2024A,1.24,0.2903981264637003,19.41078125,19.938644067796613,1,,;;;;
Antioquia,Municipio_25,Tomate,2020B,2.31,0.5796737766624843,20.322758620689655,20.69054054054054,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_26,Arroz,2020B,2.91,0.5511363636363636,19.326249999999998,18.41060606060606,1,,;;;;
Boyacá,Municipio_28,Arroz,2022B,2.51,0.5196687370600414,19.71015873015873,20.630892857142857,1,,;;;;
Valle del Cauca,Municipio_37,Arroz,2021A,1.37,0.25946969696969696,19.562539682539683,19.55327868852459,1,,;;;;
Huila,Municipio_38,Maíz,2023A,1.56,0.4727272727272728,19.474050632911393,20.17782608695652,1,,;;;;
Cauca,Municipio_39,Caña de azúcar,2020B,1.45,0.3727506426735218,19.080545454545454,19.468571428571426,1,,;;;;
Valle del Cauca,Municipio_45,Maíz,2023B,1.41,0.40228245363766046,19.20550724637681,19.326533333333334,1,,;;;;
Nariño,Municipio_0,Caña de azúcar,2021B,2.18,0.4988558352402746,20.41,20.357157894736844,1,,;;;;
Huila,Municipio_6,Cebolla,2023A,0.63,0.14617169373549882,19.474050632911393,20.17782608695652,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cundinamarca,Municipio_8,Plátano,2019B,2.45,0.6265984654731458,20.972285714285714,20.428955223880596,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_9,Tomate,2020B,2.56,0.5651214128035321,19.326249999999998,18.41060606060606,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Antioquia,Municipio_10,Papa,2022A,2.52,0.5901639344262296,20.358852459016394,19.217837837837838,1,,;;;;
Tolima,Municipio_15,Arroz,2020A,2.55,0.6967213114754097,19.87819277108434,19.95448717948718,1,,;;;;
Cauca,Municipio_18,Cebolla,2021A,0.5,0.1146788990825688,19.70551020408163,21.32767441860465,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_20,Café,2020B,3.04,0.6831460674157304,19.080545454545454,19.468571428571426,1,,;;;;
Boyacá,Municipio_26,Plátano,2020A,0.72,0.19148936170212766,19.69450980392157,20.367727272727272,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_31,Cebolla,2020B,2.22,0.5273159144893113,20.322758620689655,20.69054054054054,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_32,Arroz,2022B,2.98,0.6674132138857783,19.49561403508772,20.660851063829785,1,,;;;;
Huila,Municipio_35,Arroz,2023B,2.64,0.6219081272084807,20.161704545454544,20.32278350515464,1,,;;;;
Nariño,Municipio_36,Cebolla,2022B,1.49,0.4027027027027027,19.881125,18.810873786407768,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_42,Caña de azúcar,2022B,2.68,0.6889460154241646,19.49561403508772,20.660851063829785,1,,;;;;
Valle del Cauca,Municipio_45,Maíz,2023A,1.05,0.2995720399429387,20.253103448275862,21.377042253521125,1,,;;;;
Tolima,Municipio_46,Maíz,2019B,2.84,0.6826923076923076,19.906478873239436,19.50090909090909,1,,;;;;
Boyacá,Municipio_47,Cebolla,2022B,2.14,0.5297029702970298,19.71015873015873,20.630892857142857,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cundinamarca,Municipio_49,Arroz,2020A,2.27,0.4819532908704883,20.91596153846154,20.497878787878786,1,,;;;;
Antioquia,Municipio_2,Café,2021A,1.62,0.3367983367983369,21.0559375,21.03790322580645,1,,;;;;
Boyacá,Municipio_16,Papa,2022B,2.75,0.6849315068493151,19.71015873015873,20.630892857142857,1,,;;;;
Boyacá,Municipio_19,Arroz,2023B,2.8,0.5797101449275361,19.88578947368421,17.87703125,1,,;;;;
Antioquia,Municipio_20,Caña de azúcar,2021A,1.42,0.3467643467643467,21.0559375,21.03790322580645,1,,;;;;
Huila,Municipio_22,Tomate,2019A,1.78,0.4896836313617607,20.35783505154639,20.50613636363636,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_24,Papa,2023B,0.79,0.19268292682926833,20.161704545454544,20.32278350515464,1,,;;;;
Cundinamarca,Municipio_25,Café,2019B,2.27,0.5242494226327945,20.972285714285714,20.428955223880596,1,,;;;;
Cundinamarca,Municipio_27,Maíz,2023B,2.73,0.6247139588100686,19.91877192982456,20.49142857142857,1,,;;;;
Tolima,Municipio_29,Arroz,2023B,1.81,0.49453551912568305,20.36078947368421,19.333333333333332,1,,;;;;
Tolima,Municipio_30,Cebolla,2021A,1.8,0.3947368421052632,21.329101123595507,20.579638554216867,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_35,Plátano,2023A,0.73,0.21220930232558138,20.069375,18.745662650602412,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_2,Maíz,2020B,0.68,0.15560640732265446,19.98813559322034,20.099622641509434,1,,;;;;
Boyacá,Municipio_4,Papa,2023A,1.34,0.3337484433374845,18.263653846153847,19.01311475409836,1,,;;;;
Valle del Cauca,Municipio_14,Café,2023B,2.08,0.5060827250608272,19.20550724637681,19.326533333333334,1,,;;;;
Huila,Municipio_15,Plátano,2023A,0.97,0.27170868347338933,19.474050632911393,20.17782608695652,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_20,Café,2019A,0.6,0.14796547472256474,20.95840579710145,20.62448717948718,1,,;;;;
Cauca,Municipio_25,Caña de azúcar,2020A,1.93,0.49614395886889456,19.62125,18.869791666666668,1,,;;;;
Huila,Municipio_29,Papa,2024A,2.27,0.5536585365853659,19.530091743119268,19.269459459459462,1,,;;;;
Nariño,Municipio_34,Plátano,2023B,1.8,0.4368932038834951,20.486489361702127,20.89241379310345,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_35,Plátano,2024A,1.81,0.4813829787234043,19.69103448275862,20.792575757575758,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_36,Tomate,2019A,0.83,0.20544554455445543,19.56,19.83551282051282,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_37,Plátano,2021B,1.68,0.4883720930232558,20.026666666666667,21.05457831325301,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_38,Plátano,2019B,2.3,0.6117021276595744,19.518985507246377,18.94787234042553,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_39,Caña de azúcar,2021A,1.04,0.24528301886792453,19.247192982456138,19.495,1,,;;;;
Huila,Municipio_43,Caña de azúcar,2020B,3.09,0.6280487804878049,19.882038834951455,20.447157894736844,1,,;;;;
Nariño,Municipio_44,Arroz,2020B,1.13,0.24645583424209377,21.84720430107527,20.24878787878788,1,,;;;;
Nariño,Municipio_47,Plátano,2022B,2.39,0.5800970873786407,19.881125,18.810873786407768,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_2,Arroz,2020A,2.4,0.4968944099378882,19.69450980392157,20.367727272727272,1,,;;;;
Cauca,Municipio_3,Caña de azúcar,2020A,1.29,0.33161953727506427,19.62125,18.869791666666668,1,,;;;;
Tolima,Municipio_4,Café,2022A,1.68,0.41430332922318125,19.323636363636364,20.214615384615385,1,,;;;;
Cundinamarca,Municipio_10,Tomate,2021A,1.38,0.34158415841584155,19.247192982456138,19.495,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_12,Café,2021B,2.06,0.5080147965474723,20.026666666666667,21.05457831325301,1,,;;;;
Cundinamarca,Municipio_16,Arroz,2023A,2.86,0.6072186836518046,19.48375,20.246825396825397,1,,;;;;
Tolima,Municipio_18,Arroz,2021B,1.45,0.39617486338797814,20.026666666666667,21.05457831325301,1,,;;;;
Cauca,Municipio_19,Plátano,2023A,2.81,0.6635182998819362,19.91261904761905,20.53529411764706,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_21,Tomate,2020A,2.41,0.5302530253025303,19.87819277108434,19.95448717948718,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Antioquia,Municipio_22,Cebolla,2019B,0.79,0.18764845605700714,19.741891891891893,19.624179104477612,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_27,Tomate,2020A,1.34,0.31678486997635935,19.62125,18.869791666666668,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_28,Maíz,2022B,1.66,0.503030303030303,19.851956521739133,20.389647058823527,1,,;;;;
Antioquia,Municipio_30,Café,2020B,1.48,0.3076923076923077,20.322758620689655,20.69054054054054,1,,;;;;
Huila,Municipio_34,Café,2019B,2.59,0.626360338573156,20.789610389610388,19.68686046511628,1,,;;;;
Antioquia,Municipio_37,Maíz,2019B,0.93,0.22248803827751198,19.741891891891893,19.624179104477612,1,,;;;;
Tolima,Municipio_41,Caña de azúcar,2021A,0.91,0.20871559633027523,21.329101123595507,20.579638554216867,1,,;;;;
Cundinamarca,Municipio_44,Cebolla,2023A,0.6,0.15810276679841898,19.48375,20.246825396825397,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_46,Maíz,2019A,1.49,0.3564593301435407,20.655535714285715,19.134545454545457,1,,;;;;
Huila,Municipio_48,Plátano,2024A,1.03,0.288515406162465,19.530091743119268,19.269459459459462,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_49,Maíz,2024A,2.29,0.586427656850192,19.69103448275862,20.792575757575758,1,,;;;;
Huila,Municipio_1,Plátano,2022B,1.53,0.4285714285714286,19.851956521739133,20.389647058823527,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_2,Café,2024A,1.89,0.42471910112359545,21.639607843137252,20.588297872340426,1,,;;;;
Antioquia,Municipio_3,Tomate,2024A,0.58,0.14554579673776663,19.41078125,19.938644067796613,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_5,Plátano,2023A,0.78,0.21848739495798322,19.474050632911393,20.17782608695652,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_10,Plátano,2019A,2.75,0.6493506493506493,20.72262295081967,19.674705882352942,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_19,Tomate,2023A,0.82,0.20297029702970296,19.48375,20.246825396825397,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_20,Cebolla,2020A,1.31,0.35405405405405405,19.68257575757576,20.537560975609754,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_33,Papa,2023A,0.55,0.12880562060889933,19.81875,19.040714285714284,1,,;;;;
Tolima,Municipio_35,Cebolla,2023B,0.83,0.18201754385964913,20.36078947368421,19.333333333333332,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_37,Papa,2023A,2.91,0.6814988290398127,19.81875,19.040714285714284,1,,;;;;
Tolima,Municipio_41,Arroz,2020A,1.58,0.43169398907103823,19.87819277108434,19.95448717948718,1,,;;;;
Cauca,Municipio_43,Café,2023B,0.65,0.14606741573033707,19.20607843137255,20.422608695652176,1,,;;;;
Antioquia,Municipio_2,Maíz,2019A,0.63,0.1507177033492823,20.655535714285715,19.134545454545457,1,,;;;;
Nariño,Municipio_15,Maíz,2022B,1.78,0.3640081799591002,19.881125,18.810873786407768,1,,;;;;
Boyacá,Municipio_16,Café,2021A,0.84,0.2245989304812834,19.124363636363636,19.874307692307692,1,,;;;;
Valle del Cauca,Municipio_18,Tomate,2019B,2.12,0.46799116997792506,20.22736842105263,19.918163265306124,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_20,Papa,2022B,1.26,0.30731707317073176,19.851956521739133,20.389647058823527,1,,;;;;
Boyacá,Municipio_21,Cebolla,2022B,0.56,0.13861386138613865,19.71015873015873,20.630892857142857,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_25,Maíz,2019B,2.36,0.5937106918238994,20.169999999999998,19.436666666666667,1,,;;;;
Boyacá,Municipio_26,Tomate,2023A,1.42,0.3801874163319946,18.263653846153847,19.01311475409836,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_27,Plátano,2023A,0.67,0.17493472584856398,20.253103448275862,21.377042253521125,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_29,Café,2019A,1.26,0.3368983957219251,18.896562499999998,18.882083333333334,1,,;;;;
Tolima,Municipio_31,Plátano,2023A,1.04,0.3023255813953489,20.069375,18.745662650602412,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_35,Café,2019B,1.48,0.3325842696629213,20.169999999999998,19.436666666666667,1,,;;;;
Antioquia,Municipio_36,Papa,2024A,1.17,0.27400468384074944,19.41078125,19.938644067796613,1,,;;;;
Nariño,Municipio_41,Arroz,2022A,2.54,0.5539803707742639,20.219638554216868,19.06581081081081,1,,;;;;
Nariño,Municipio_43,Tomate,2019A,2.54,0.5242518059855521,20.372999999999998,20.75675,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Antioquia,Municipio_44,Café,2022A,1.53,0.3180873180873181,20.358852459016394,19.217837837837838,1,,;;;;
Cundinamarca,Municipio_45,Papa,2024A,3.2,0.6911447084233262,18.88375,19.75709677419355,1,,;;;;
Cauca,Municipio_46,Café,2023A,2.78,0.6247191011235954,19.91261904761905,20.53529411764706,1,,;;;;
Valle del Cauca,Municipio_1,Cebolla,2019B,1.68,0.39482961222091656,20.22736842105263,19.918163265306124,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_2,Papa,2024A,0.84,0.20921544209215442,19.69103448275862,20.792575757575758,1,,;;;;
Huila,Municipio_4,Tomate,2019B,2.13,0.5859697386519945,20.789610389610388,19.68686046511628,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_8,Plátano,2022B,1.73,0.4085005903187721,19.49561403508772,20.660851063829785,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_10,Papa,2023A,2.91,0.6814988290398127,19.81875,19.040714285714284,1,,;;;;
Huila,Municipio_12,Cebolla,2019A,2.64,0.6125290023201856,20.35783505154639,20.50613636363636,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_20,Tomate,2020A,2.37,0.52317880794702,18.32952380952381,19.294457831325303,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_21,Papa,2024A,2.45,0.5819477434679335,19.789146341463415,20.943571428571428,1,,;;;;
Antioquia,Municipio_24,Caña de azúcar,2023B,1.54,0.376068376068376,20.718405797101447,20.179552238805968,1,,;;;;
Antioquia,Municipio_25,Plátano,2019B,2.03,0.5139240506329114,19.741891891891893,19.624179104477612,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_26,Caña de azúcar,2022A,1.3,0.30660377358490565,19.109322033898305,20.18279411764706,1,,;;;;
Boyacá,Municipio_27,Papa,2021A,2.01,0.5006226650062267,19.124363636363636,19.874307692307692,1,,;;;;
Valle del Cauca,Municipio_28,Papa,2022A,2.68,0.5832426550598477,20.03790322580645,20.672830188679246,1,,;;;;
Boyacá,Municipio_30,Plátano,2021B,1.21,0.3218085106382979,20.243703703703705,20.21061224489796,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_33,Cebolla,2022B,2.61,0.5723684210526316,20.680860215053762,18.51787878787879,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_36,Caña de azúcar,2023B,2.04,0.47113163972286376,19.88578947368421,17.87703125,1,,;;;;
Huila,Municipio_39,Plátano,2023B,1.34,0.37535014005602246,20.161704545454544,20.32278350515464,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_41,Arroz,2020A,2.77,0.5734989648033126,19.69450980392157,20.367727272727272,1,,;;;;
Antioquia,Municipio_42,Cebolla,2024A,1.67,0.39667458432304037,19.41078125,19.938644067796613,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_44,Papa,2020B,1.27,0.3163138231631383,19.692,19.989056603773587,1,,;;;;
Tolima,Municipio_45,Papa,2020B,0.95,0.236318407960199,19.973684210526315,19.801704545454545,1,,;;;;
Boyacá,Municipio_46,Cebolla,2020A,2.28,0.5643564356435644,19.69450980392157,20.367727272727272,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_47,Caña de azúcar,2019A,2.89,0.6568181818181817,20.181408450704225,19.79,1,,;;;;
Boyacá,Municipio_2,Tomate,2022A,0.54,0.14457831325301204,22.0794,20.42222222222222,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_13,Plátano,2019B,1.05,0.2741514360313316,20.22736842105263,19.918163265306124,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_14,Plátano,2021B,1.4,0.3723404255319149,20.243703703703705,20.21061224489796,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_15,Maíz,2021A,0.5,0.15151515151515152,19.784823529411764,19.914601769911503,1,,;;;;
Nariño,Municipio_16,Café,2023B,3.19,0.6503567787971458,20.486489361702127,20.89241379310345,1,,;;;;
Nariño,Municipio_17,Maíz,2023A,0.68,0.13905930470347647,19.6064,20.675070422535214,1,,;;;;
Huila,Municipio_22,Café,2022B,2.2,0.5320435308343411,19.851956521739133,20.389647058823527,1,,;;;;
Cauca,Municipio_36,Plátano,2021A,0.68,0.16056670602125148,19.70551020408163,21.32767441860465,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
